Market penetration (%),Beeline distance (mi),Road distance (mi),eVTOL time (min),Road time (min),eVTOL cost (USD),eVTOL cost per mile (USD/mi),Commute trips share,Personal trips share,Business trips share,Income band A trips share,Income band B trips share,Income band C trips share,Income band D trips share,Income band E trips share
0.9%,53.7,73.1,68.7,112.7,185.5,3.5,6%,90%,4%,18%,14%,14%,17%,37%
0.2%,17.0,26.7,44.4,56.9,122.3,7.2,13%,83%,4%,22%,20%,16%,20%,21%
0.1%,23.5,33.0,53.0,67.9,134.9,5.7,17%,78%,5%,25%,20%,16%,18%,21%
0.0%,22.4,28.4,52.2,61.6,132.4,5.9,17%,78%,5%,26%,20%,16%,18%,21%
2.3%,45.2,64.4,64.4,127.5,169.6,3.8,7%,88%,5%,18%,18%,16%,20%,28%
1.4%,33.0,46.5,64.2,107.2,146.1,4.4,17%,78%,5%,30%,19%,14%,16%,21%
0.9%,43.2,63.3,60.3,95.1,165.8,3.8,9%,86%,5%,22%,17%,15%,17%,29%
1.5%,25.4,37.4,56.2,91.1,138.5,5.4,15%,80%,5%,26%,20%,15%,18%,21%
1.5%,25.1,35.8,55.6,92.5,138.4,5.5,10%,85%,5%,31%,23%,17%,17%,12%
2.5%,28.1,62.4,66.3,104.0,145.7,5.2,10%,85%,5%,25%,19%,15%,18%,23%
0.0%,7.5,12.4,44.0,35.8,87.8,11.7,19%,78%,3%,26%,20%,16%,20%,19%
0.4%,27.8,35.8,55.2,70.2,143.1,5.1,27%,68%,5%,27%,18%,15%,15%,24%
0.2%,15.8,24.8,49.0,71.9,120.3,7.6,23%,73%,4%,30%,21%,16%,17%,15%
0.3%,17.4,24.8,59.0,78.5,123.5,7.1,15%,81%,4%,29%,22%,17%,17%,15%
0.7%,13.2,19.7,53.3,77.7,112.9,8.6,14%,81%,5%,30%,21%,16%,16%,16%
0.0%,13.6,20.4,46.1,43.9,113.3,8.4,18%,78%,4%,23%,18%,16%,20%,23%
0.0%,10.1,11.4,46.9,28.7,102.3,10.1,18%,78%,4%,43%,23%,14%,12%,8%
0.2%,23.1,29.6,57.7,71.6,134.7,5.8,21%,74%,4%,26%,18%,14%,16%,25%
0.0%,6.8,10.5,43.6,32.0,83.7,12.4,24%,72%,4%,31%,21%,16%,17%,15%
0.0%,21.1,28.4,46.9,40.2,128.5,6.1,20%,76%,4%,22%,19%,17%,20%,23%
3.7%,32.0,47.0,58.7,107.6,142.6,4.5,6%,89%,5%,23%,20%,17%,21%,19%
1.3%,48.6,65.7,56.7,107.2,173.8,3.6,10%,85%,5%,25%,19%,15%,15%,25%
0.2%,9.9,12.8,38.3,28.4,101.0,10.2,12%,83%,4%,26%,21%,18%,20%,15%
0.0%,19.8,26.1,53.6,59.4,126.9,6.4,17%,78%,5%,27%,21%,17%,18%,16%
0.0%,17.4,22.6,45.7,41.8,121.6,7.0,19%,75%,5%,29%,21%,16%,17%,16%
4.8%,38.6,53.7,57.7,120.5,155.5,4.0,10%,86%,4%,21%,18%,16%,21%,23%
1.0%,27.6,38.8,57.2,91.9,142.6,5.2,12%,83%,4%,41%,23%,15%,13%,8%
1.7%,39.0,52.2,54.9,88.1,156.4,4.0,9%,86%,5%,24%,18%,15%,17%,25%
0.7%,19.1,26.8,54.2,77.4,126.2,6.6,14%,81%,5%,29%,22%,16%,17%,15%
9.3%,31.1,72.9,62.5,114.2,142.2,4.6,5%,91%,4%,19%,17%,15%,20%,28%
0.0%,55.9,92.1,35.3,134.2,185.2,3.3,,,,,,,,
0.4%,17.9,39.7,45.3,58.6,124.0,6.9,10%,86%,3%,21%,18%,16%,20%,25%
0.6%,35.1,51.9,53.7,73.4,149.4,4.3,10%,86%,4%,23%,19%,16%,19%,24%
0.4%,30.5,48.7,52.5,67.5,147.2,4.8,11%,85%,4%,23%,18%,15%,18%,25%
17.3%,39.0,80.3,52.6,128.2,156.2,4.0,4%,92%,4%,16%,15%,14%,20%,34%
4.1%,36.4,65.9,74.3,117.1,154.5,4.2,18%,78%,5%,28%,17%,14%,16%,25%
0.8%,49.9,79.2,77.7,104.6,184.4,3.7,6%,89%,5%,28%,19%,16%,17%,20%
3.7%,26.7,52.8,58.2,89.1,140.8,5.3,9%,85%,6%,23%,18%,14%,18%,27%
2.1%,26.6,46.3,50.8,82.9,140.1,5.3,20%,76%,5%,20%,15%,15%,19%,32%
2.8%,22.3,35.4,49.2,92.2,132.5,5.9,11%,84%,4%,24%,19%,16%,21%,20%
1.3%,24.4,35.0,56.6,90.8,136.5,5.6,13%,82%,4%,23%,19%,16%,20%,23%
2.7%,20.6,32.4,55.2,98.9,128.2,6.2,13%,83%,4%,24%,18%,16%,19%,23%
0.0%,7.9,13.4,53.9,26.2,91.9,11.6,19%,78%,3%,20%,17%,16%,22%,24%
0.1%,14.8,21.2,55.1,35.8,121.1,8.2,24%,71%,5%,33%,19%,14%,16%,18%
0.6%,25.4,38.2,52.0,76.5,138.2,5.5,19%,77%,4%,23%,16%,15%,18%,29%
0.1%,14.3,23.0,57.7,67.4,116.0,8.1,20%,76%,4%,26%,20%,16%,20%,19%
3.2%,41.7,58.6,53.7,115.3,161.7,3.9,2%,93%,5%,25%,17%,15%,17%,26%
3.0%,30.6,44.8,50.2,80.7,147.1,4.8,10%,81%,9%,24%,17%,15%,16%,27%
5.2%,31.3,45.3,51.0,88.4,140.9,4.5,8%,82%,10%,25%,16%,14%,15%,30%
6.4%,20.3,50.2,43.4,77.9,127.0,6.3,12%,82%,7%,19%,13%,14%,18%,36%
0.0%,21.1,25.6,49.0,40.1,129.0,6.1,13%,81%,6%,34%,18%,13%,12%,23%
0.0%,12.2,19.0,62.4,36.0,114.0,9.3,20%,76%,4%,26%,16%,14%,15%,29%
0.6%,30.7,39.5,60.4,77.5,147.8,4.8,13%,81%,6%,26%,17%,14%,15%,28%
0.4%,17.3,28.3,45.8,61.6,122.8,7.1,12%,83%,5%,26%,21%,17%,19%,17%
0.2%,12.8,22.5,46.4,59.8,111.6,8.7,13%,82%,5%,27%,20%,16%,18%,19%
4.4%,29.3,44.2,50.9,104.7,145.0,4.9,11%,85%,4%,22%,17%,16%,21%,25%
0.6%,20.7,30.9,52.2,86.1,129.5,6.2,19%,77%,4%,44%,22%,14%,13%,8%
5.3%,33.6,48.5,51.0,96.0,146.2,4.3,19%,78%,4%,24%,17%,14%,18%,26%
0.1%,11.0,17.7,50.5,60.2,105.9,9.6,22%,73%,5%,30%,20%,15%,17%,18%
0.0%,5.1,9.7,40.6,20.5,71.1,14.0,21%,75%,4%,27%,20%,16%,17%,19%
3.5%,27.6,40.4,54.3,98.2,141.8,5.1,12%,83%,5%,21%,17%,16%,20%,26%
0.0%,11.9,18.8,44.4,41.9,108.8,9.1,16%,80%,4%,39%,22%,15%,13%,11%
0.3%,19.7,31.2,51.5,63.8,126.6,6.4,11%,82%,6%,23%,17%,15%,17%,28%
0.2%,11.8,19.6,58.4,72.4,108.4,9.2,14%,80%,6%,28%,21%,16%,17%,17%
4.4%,24.8,37.5,53.1,99.6,136.9,5.5,12%,83%,5%,21%,16%,15%,20%,28%
0.2%,10.7,19.8,54.3,69.1,104.1,9.8,14%,82%,5%,40%,21%,14%,12%,12%
0.6%,21.6,30.6,49.7,65.7,130.8,6.0,11%,84%,5%,23%,17%,15%,17%,29%
0.2%,7.0,13.3,55.5,66.4,84.8,12.1,14%,80%,6%,30%,21%,15%,16%,18%
0.0%,16.0,25.4,44.4,38.5,119.9,7.5,15%,80%,5%,33%,18%,13%,16%,20%
2.7%,22.3,41.9,48.4,80.5,131.8,5.9,13%,82%,5%,18%,14%,13%,18%,37%
0.1%,19.8,27.5,61.5,72.8,127.3,6.4,17%,78%,5%,24%,18%,15%,20%,24%
0.0%,13.5,18.1,46.9,32.6,112.6,8.3,22%,74%,4%,33%,18%,13%,13%,22%
0.0%,9.9,14.3,47.3,32.9,101.2,10.2,19%,76%,5%,43%,22%,13%,12%,10%
0.2%,23.3,30.3,60.9,71.1,134.7,5.8,15%,79%,6%,25%,18%,14%,16%,27%
